INDICATOR,ORG_TYPE,ORG_CODE,ONS_CODE,NAME,ACH_DATE,MEASURE,VALUE,DQ
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOQ,E54000051,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,31-Jan-23,DIAG_RATE_65_PLUS,56.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOQ,E54000051,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,31-Jan-23,DIAG_RATE_65_PLUS_LL,50.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOQ,E54000051,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,31-Jan-23,DIAG_RATE_65_PLUS_UL,61.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOQ,E54000051,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,28-Feb-23,DEMENTIA_REGISTER_65_PLUS,14013.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOQ,E54000051,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,28-Feb-23,DEMENTIA_ESTIMATE_65_PLUS,24649.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOQ,E54000051,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,28-Feb-23,DIAG_RATE_65_PLUS,56.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOQ,E54000051,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,28-Feb-23,DIAG_RATE_65_PLUS_LL,51.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOQ,E54000051,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,28-Feb-23,DIAG_RATE_65_PLUS_UL,61.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Apr-22,DEMENTIA_REGISTER_65_PLUS,4955.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Apr-22,DEMENTIA_ESTIMATE_65_PLUS,8517.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Apr-22,DIAG_RATE_65_PLUS,58.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Apr-22,DIAG_RATE_65_PLUS_LL,52.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Apr-22,DIAG_RATE_65_PLUS_UL,63.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",31-May-22,DEMENTIA_REGISTER_65_PLUS,5417.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",31-May-22,DEMENTIA_ESTIMATE_65_PLUS,9364.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",31-May-22,DIAG_RATE_65_PLUS,57.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",31-May-22,DIAG_RATE_65_PLUS_LL,51.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",31-May-22,DIAG_RATE_65_PLUS_UL,62.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Jun-22,DEMENTIA_REGISTER_65_PLUS,5958.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Jun-22,DEMENTIA_ESTIMATE_65_PLUS,10321.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Jun-22,DIAG_RATE_65_PLUS,57.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Jun-22,DIAG_RATE_65_PLUS_LL,51.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",30-Jun-22,DIAG_RATE_65_PLUS_UL,62.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jul-22,DEMENTIA_REGISTER_65_PLUS,6344.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jul-22,DEMENTIA_ESTIMATE_65_PLUS,10958.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jul-22,DIAG_RATE_65_PLUS,57.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jul-22,DIAG_RATE_65_PLUS_LL,52.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jul-22,DIAG_RATE_65_PLUS_UL,62.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Aug-22,DEMENTIA_REGISTER_65_PLUS,6618.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Aug-22,DEMENTIA_ESTIMATE_65_PLUS,11418.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Aug-22,DIAG_RATE_65_PLUS,58.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Aug-22,DIAG_RATE_65_PLUS_LL,52.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Aug-22,DIAG_RATE_65_PLUS_UL,63.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Sep-22,DEMENTIA_REGISTER_65_PLUS,6650.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Sep-22,DEMENTIA_ESTIMATE_65_PLUS,11456.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Sep-22,DIAG_RATE_65_PLUS,58.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Sep-22,DIAG_RATE_65_PLUS_LL,52.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Sep-22,DIAG_RATE_65_PLUS_UL,63.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Oct-22,DEMENTIA_REGISTER_65_PLUS,6714.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Oct-22,DEMENTIA_ESTIMATE_65_PLUS,11557.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Oct-22,DIAG_RATE_65_PLUS,58.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Oct-22,DIAG_RATE_65_PLUS_LL,52.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Oct-22,DIAG_RATE_65_PLUS_UL,63.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Nov-22,DEMENTIA_REGISTER_65_PLUS,6831.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Nov-22,DEMENTIA_ESTIMATE_65_PLUS,11703.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Nov-22,DIAG_RATE_65_PLUS,58.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Nov-22,DIAG_RATE_65_PLUS_LL,52.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",30-Nov-22,DIAG_RATE_65_PLUS_UL,63.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Dec-22,DEMENTIA_REGISTER_65_PLUS,6753.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Dec-22,DEMENTIA_ESTIMATE_65_PLUS,11701.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Dec-22,DIAG_RATE_65_PLUS,57.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Dec-22,DIAG_RATE_65_PLUS_LL,51.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Dec-22,DIAG_RATE_65_PLUS_UL,62.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jan-23,DEMENTIA_REGISTER_65_PLUS,6779.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jan-23,DEMENTIA_ESTIMATE_65_PLUS,11809.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jan-23,DIAG_RATE_65_PLUS,57.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jan-23,DIAG_RATE_65_PLUS_LL,51.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31-Jan-23,DIAG_RATE_65_PLUS_UL,62.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",28-Feb-23,DEMENTIA_REGISTER_65_PLUS,7094.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",28-Feb-23,DEMENTIA_ESTIMATE_65_PLUS,12579.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",28-Feb-23,DIAG_RATE_65_PLUS,56.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",28-Feb-23,DIAG_RATE_65_PLUS_LL,50.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QOX,E54000040,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",28-Feb-23,DIAG_RATE_65_PLUS_UL,61.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Apr-22,DEMENTIA_REGISTER_65_PLUS,4911.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Apr-22,DEMENTIA_ESTIMATE_65_PLUS,7694.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Apr-22,DIAG_RATE_65_PLUS,63.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Apr-22,DIAG_RATE_65_PLUS_LL,57.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Apr-22,DIAG_RATE_65_PLUS_UL,69.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,31-May-22,DEMENTIA_REGISTER_65_PLUS,4934.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,31-May-22,DEMENTIA_ESTIMATE_65_PLUS,7783.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,31-May-22,DIAG_RATE_65_PLUS,63.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,31-May-22,DIAG_RATE_65_PLUS_LL,56.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,31-May-22,DIAG_RATE_65_PLUS_UL,69.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Jun-22,DEMENTIA_REGISTER_65_PLUS,4935.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Jun-22,DEMENTIA_ESTIMATE_65_PLUS,7805.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Jun-22,DIAG_RATE_65_PLUS,63.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Jun-22,DIAG_RATE_65_PLUS_LL,56.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000020,NORTHAMPTONSHIRE,30-Jun-22,DIAG_RATE_65_PLUS_UL,68.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jul-22,DEMENTIA_REGISTER_65_PLUS,5025.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jul-22,DEMENTIA_ESTIMATE_65_PLUS,8006.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jul-22,DIAG_RATE_65_PLUS,62.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jul-22,DIAG_RATE_65_PLUS_LL,56.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jul-22,DIAG_RATE_65_PLUS_UL,68.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Aug-22,DEMENTIA_REGISTER_65_PLUS,5030.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Aug-22,DEMENTIA_ESTIMATE_65_PLUS,8034.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Aug-22,DIAG_RATE_65_PLUS,62.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Aug-22,DIAG_RATE_65_PLUS_LL,56.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Aug-22,DIAG_RATE_65_PLUS_UL,68.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Sep-22,DEMENTIA_REGISTER_65_PLUS,5041.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Sep-22,DEMENTIA_ESTIMATE_65_PLUS,8053.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Sep-22,DIAG_RATE_65_PLUS,62.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Sep-22,DIAG_RATE_65_PLUS_LL,56.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Sep-22,DIAG_RATE_65_PLUS_UL,68.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Oct-22,DEMENTIA_REGISTER_65_PLUS,5107.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Oct-22,DEMENTIA_ESTIMATE_65_PLUS,8176.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Oct-22,DIAG_RATE_65_PLUS,62.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Oct-22,DIAG_RATE_65_PLUS_LL,56.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Oct-22,DIAG_RATE_65_PLUS_UL,68.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Nov-22,DEMENTIA_REGISTER_65_PLUS,5333.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Nov-22,DEMENTIA_ESTIMATE_65_PLUS,8504.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Nov-22,DIAG_RATE_65_PLUS,62.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Nov-22,DIAG_RATE_65_PLUS_LL,56.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,30-Nov-22,DIAG_RATE_65_PLUS_UL,68.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Dec-22,DEMENTIA_REGISTER_65_PLUS,5336.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Dec-22,DEMENTIA_ESTIMATE_65_PLUS,8604.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Dec-22,DIAG_RATE_65_PLUS,62.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Dec-22,DIAG_RATE_65_PLUS_LL,55.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Dec-22,DIAG_RATE_65_PLUS_UL,67.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jan-23,DEMENTIA_REGISTER_65_PLUS,5256.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jan-23,DEMENTIA_ESTIMATE_65_PLUS,8592.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jan-23,DIAG_RATE_65_PLUS,61.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jan-23,DIAG_RATE_65_PLUS_LL,54.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,31-Jan-23,DIAG_RATE_65_PLUS_UL,66.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,28-Feb-23,DEMENTIA_REGISTER_65_PLUS,5294.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,28-Feb-23,DEMENTIA_ESTIMATE_65_PLUS,8608.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,28-Feb-23,DIAG_RATE_65_PLUS,61.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,28-Feb-23,DIAG_RATE_65_PLUS_LL,55.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QPM,E54000059,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,28-Feb-23,DIAG_RATE_65_PLUS_UL,66.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QR1,E54000043,GLOUCESTERSHIRE,30-Apr-22,DEMENTIA_REGISTER_65_PLUS,5610.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QR1,E54000043,GLOUCESTERSHIRE,30-Apr-22,DEMENTIA_ESTIMATE_65_PLUS,8872.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,ICB,QR1,E54000043,GLOUCESTERSHIRE,30-Apr-22,DIAG_RATE_65_PLUS,63.2,
